Time,Stock,Action,Qty,Price,P/L,Note
11:51:49,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:51:49,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:51:55,대한전선,SELL(TP),1,26660.0,1760.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:51:55,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:51:55,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:01,대한전선,SELL(TP),1,26660.0,1760.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:01,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:01,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:07,대한전선,SELL(TP),1,26660.0,1760.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:07,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:07,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:10,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:10,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:14,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:14,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:17,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:17,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:23,대한전선,SELL(TP),1,26660.0,1760.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:23,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:23,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:28,대한전선,SELL(TP),1,26660.0,1735.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:28,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:28,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:33,대한전선,SELL(TP),1,26660.0,1760.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:34,SKC,BUY,1,133720.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:34,LS ELECTRIC,BUY,1,484180.0,0.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
11:52:39,대한전선,SELL(TP),1,26660.0,1760.0,"{'rt_cd': '7', 'msg_cd': 'APAC0289', 'msg1': '비밀번호 5회 오류[인터넷뱅킹-계좌비밀번호 오류해제(재등록) 요망]'}"
